SIGUNGU,housing_cat,satis,sex,owning,cluster,occupy,num_of_room,num_of_livingroom,num_of_kitchen,area,income
14,5.0,3.0,2.0,0.0,0.0,2,2.0,1.0,0.0,12.0,225
14,2.0,2.0,1.0,0.0,0.0,2,1.0,1.0,0.0,13.0,175
14,2.0,3.0,3.0,1.0,3.0,1,2.0,1.0,0.0,15.0,240
14,2.0,2.0,2.0,0.0,0.0,2,2.0,1.0,0.0,11.0,250
14,2.0,3.0,3.0,1.0,3.0,1,2.0,1.0,0.0,21.0,300
14,2.0,3.0,3.0,1.0,3.0,1,2.0,1.0,0.0,18.0,250
21,2.0,3.0,2.0,0.0,2.0,3,1.0,1.0,0.0,10.0,0
21,2.0,3.0,2.0,1.0,2.0,1,2.0,1.0,0.0,20.0,0
21,2.0,3.0,2.0,0.0,2.0,3,2.0,1.0,0.0,15.0,300
21,3.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,18.0,300
21,3.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,20.0,300
21,6.0,2.0,3.0,1.0,3.0,1,2.0,1.0,0.0,12.0,200
21,6.0,2.0,3.0,1.0,2.0,1,2.0,1.0,0.0,15.0,70
21,6.0,3.0,2.0,0.0,2.0,2,2.0,1.0,0.0,15.0,0
21,5.0,3.0,2.0,0.0,0.0,2,2.0,1.0,0.0,15.0,200
21,5.0,3.0,3.0,0.0,3.0,3,2.0,1.0,0.0,20.0,400
5,2.0,2.0,3.0,0.0,2.0,3,2.0,0.0,1.0,15.0,450
5,1.0,3.0,2.0,1.0,2.0,1,2.0,1.0,0.0,19.2,0
5,2.0,3.0,3.0,0.0,3.0,2,2.0,1.0,0.0,23.0,600
7,2.0,1.0,1.0,0.0,2.0,3,1.0,0.0,1.0,3.0,130
7,2.0,1.0,3.0,0.0,3.0,2,2.0,0.0,1.0,14.0,250
7,6.0,3.0,3.0,1.0,2.0,1,3.0,0.0,1.0,18.0,300
7,2.0,2.0,3.0,0.0,2.0,2,2.0,0.0,1.0,12.0,0
7,2.0,1.0,3.0,0.0,2.0,2,2.0,0.0,1.0,12.0,35
7,2.0,3.0,3.0,1.0,3.0,1,3.0,0.0,1.0,20.0,9999999
7,2.0,2.0,3.0,0.0,0.0,3,1.0,0.0,1.0,3.0,300
7,2.0,1.0,2.0,0.0,2.0,3,1.0,0.0,1.0,4.0,180
7,2.0,1.0,3.0,0.0,2.0,3,1.0,0.0,1.0,7.0,250
7,2.0,1.0,3.0,0.0,0.0,3,1.0,0.0,1.0,5.0,180
5,6.0,3.0,3.0,0.0,0.0,2,2.0,1.0,0.0,25.0,300
11,4.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,32.0,300
5,2.0,2.0,3.0,0.0,3.0,2,3.0,1.0,0.0,20.0,340
11,4.0,3.0,3.0,1.0,0.0,1,3.0,1.0,0.0,32.0,250
5,2.0,2.0,3.0,1.0,2.0,1,3.0,1.0,0.0,25.0,300
11,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,32.0,450
11,4.0,3.0,3.0,0.0,3.0,2,3.0,1.0,0.0,32.0,450
11,4.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,32.0,500
11,4.0,4.0,3.0,1.0,3.0,1,3.0,1.0,0.0,32.0,500
11,4.0,3.0,1.0,1.0,2.0,1,3.0,1.0,0.0,32.0,0
20,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,25.0,500
11,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,32.0,400
20,6.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,24.0,300
11,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,32.0,500
11,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,32.0,300
20,6.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,18.0,0
20,6.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,18.0,0
20,6.0,4.0,3.0,1.0,3.0,1,3.0,1.0,0.0,18.0,800
20,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,18.0,0
20,6.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,18.0,400
20,6.0,3.0,3.0,0.0,3.0,2,3.0,1.0,0.0,18.0,700
3,4.0,3.0,3.0,1.0,3.0,1,4.0,1.0,0.0,35.0,400
3,4.0,3.0,3.0,1.0,3.0,1,4.0,1.0,0.0,35.0,600
3,4.0,3.0,3.0,1.0,3.0,1,4.0,1.0,0.0,35.0,400
3,4.0,3.0,3.0,1.0,1.0,1,4.0,1.0,0.0,35.0,200
3,4.0,3.0,3.0,1.0,3.0,1,4.0,1.0,0.0,35.0,500
3,4.0,3.0,3.0,1.0,1.0,1,4.0,1.0,0.0,35.0,500
20,2.0,3.0,3.0,0.0,2.0,3,1.0,1.0,0.0,9.0,300
20,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,18.0,560
3,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,26.0,300
3,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,26.0,700
3,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,27.0,600
3,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,27.0,500
5,3.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,38.0,700
5,2.0,3.0,3.0,0.0,3.0,2,2.0,1.0,0.0,23.0,550
5,1.0,4.0,2.0,0.0,2.0,2,2.0,1.0,0.0,27.0,70
5,1.0,3.0,3.0,1.0,1.0,1,3.0,1.0,0.0,48.0,600
5,3.0,4.0,3.0,1.0,3.0,1,3.0,1.0,0.0,11.2,680
5,3.0,3.0,3.0,0.0,3.0,2,3.0,1.0,0.0,25.0,550
21,2.0,2.0,3.0,0.0,0.0,3,2.0,1.0,0.0,12.0,300
21,2.0,3.0,3.0,0.0,0.0,3,2.0,1.0,0.0,11.0,50
21,6.0,3.0,2.0,0.0,2.0,3,1.0,1.0,0.0,12.0,0
21,6.0,3.0,2.0,0.0,0.0,2,2.0,1.0,0.0,12.0,250
21,1.0,3.0,3.0,1.0,1.0,1,3.0,1.0,0.0,45.0,0
21,2.0,3.0,2.0,1.0,2.0,1,2.0,1.0,0.0,18.0,120
21,6.0,2.0,2.0,0.0,2.0,3,2.0,1.0,0.0,12.0,0
16,3.0,2.0,2.0,1.0,2.0,1,2.0,1.0,0.0,9999999.0,9999999
17,4.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,18.0,200
17,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,25.0,400
17,4.0,3.0,3.0,0.0,3.0,2,3.0,1.0,0.0,25.0,400
18,4.0,3.0,3.0,1.0,1.0,1,3.0,1.0,0.0,26.0,200
17,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,25.0,500
7,2.0,2.0,3.0,0.0,3.0,3,2.0,0.0,1.0,10.0,350
7,2.0,2.0,3.0,1.0,2.0,1,2.0,0.0,1.0,14.0,0
17,4.0,3.0,1.0,0.0,2.0,7,3.0,1.0,0.0,25.0,0
18,4.0,2.0,3.0,1.0,3.0,1,3.0,1.0,0.0,26.0,800
7,6.0,1.0,3.0,0.0,2.0,3,2.0,0.0,1.0,10.0,350
17,4.0,3.0,3.0,0.0,2.0,2,3.0,1.0,0.0,18.0,200
17,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,25.0,300
7,2.0,2.0,3.0,0.0,2.0,2,2.0,0.0,1.0,12.0,0
7,6.0,2.0,3.0,1.0,2.0,1,2.0,0.0,1.0,14.0,235
7,2.0,1.0,3.0,0.0,2.0,3,2.0,0.0,1.0,13.0,150
18,4.0,3.0,3.0,0.0,2.0,2,3.0,1.0,0.0,27.0,0
7,2.0,2.0,3.0,1.0,2.0,1,1.0,0.0,1.0,10.0,60
7,6.0,2.0,2.0,0.0,0.0,3,2.0,0.0,1.0,13.0,200
7,6.0,2.0,3.0,1.0,2.0,7,2.0,0.0,1.0,13.0,9999999
7,6.0,2.0,3.0,0.0,2.0,3,2.0,0.0,1.0,13.0,200
17,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,18.0,400
17,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,25.0,600
17,4.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,25.0,300
6,2.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,25.0,0
6,6.0,4.0,3.0,1.0,1.0,1,3.0,1.0,0.0,24.0,400
6,2.0,3.0,3.0,0.0,3.0,3,2.0,1.0,0.0,11.0,600
13,4.0,3.0,3.0,1.0,3.0,1,4.0,1.0,0.0,35.0,600
13,4.0,4.0,3.0,1.0,3.0,2,4.0,1.0,0.0,35.0,1400
13,4.0,3.0,3.0,1.0,3.0,1,4.0,1.0,0.0,34.3,1200
13,4.0,3.0,3.0,1.0,2.0,1,4.0,1.0,0.0,34.3,0
13,4.0,4.0,3.0,1.0,1.0,1,4.0,1.0,0.0,34.3,500
20,2.0,3.0,3.0,0.0,3.0,2,3.0,1.0,0.0,17.0,400
13,4.0,4.0,3.0,1.0,2.0,1,4.0,1.0,0.0,34.3,0
13,4.0,4.0,3.0,1.0,3.0,1,4.0,1.0,0.0,34.3,1000
20,2.0,3.0,3.0,0.0,2.0,2,3.0,1.0,0.0,17.0,170
13,4.0,4.0,3.0,1.0,3.0,1,4.0,1.0,0.0,34.3,800
20,2.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,25.0,300
13,4.0,4.0,3.0,1.0,1.0,1,4.0,1.0,0.0,34.3,0
20,2.0,3.0,3.0,0.0,2.0,3,2.0,1.0,0.0,10.0,300
13,4.0,4.0,3.0,1.0,2.0,1,4.0,1.0,0.0,34.3,9999999
20,2.0,3.0,3.0,0.0,0.0,3,2.0,1.0,0.0,15.0,300
20,3.0,3.0,3.0,0.0,2.0,3,1.0,1.0,0.0,7.0,250
12,6.0,3.0,2.0,1.0,2.0,1,2.0,1.0,0.0,16.0,0
12,6.0,2.0,2.0,1.0,2.0,1,2.0,1.0,0.0,16.0,0
12,2.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,20.0,450
12,6.0,3.0,3.0,0.0,3.0,2,3.0,1.0,0.0,30.0,400
2,6.0,3.0,3.0,0.0,2.0,2,2.0,1.0,0.0,14.0,300
2,5.0,3.0,3.0,0.0,3.0,2,2.0,1.0,0.0,13.6,450
6,6.0,3.0,2.0,1.0,2.0,2,3.0,1.0,0.0,20.0,0
6,6.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,18.0,250
6,6.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,18.0,100
6,6.0,2.0,3.0,1.0,3.0,1,3.0,1.0,0.0,18.0,350
6,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,20.0,200
6,6.0,2.0,3.0,0.0,3.0,2,3.0,1.0,0.0,20.0,650
6,2.0,4.0,3.0,1.0,2.0,1,2.0,1.0,0.0,13.0,200
20,2.0,3.0,3.0,1.0,1.0,1,3.0,1.0,0.0,25.0,500
20,6.0,3.0,2.0,0.0,2.0,2,2.0,1.0,0.0,14.0,0
20,2.0,4.0,3.0,1.0,1.0,1,3.0,1.0,0.0,25.0,600
20,6.0,3.0,3.0,0.0,2.0,2,2.0,1.0,0.0,10.0,300
7,6.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,24.0,0
7,2.0,3.0,3.0,1.0,2.0,1,2.0,1.0,0.0,15.0,0
7,3.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,18.0,200
7,3.0,3.0,3.0,1.0,2.0,2,3.0,1.0,0.0,20.0,450
7,6.0,3.0,2.0,1.0,2.0,1,2.0,1.0,0.0,18.0,50
7,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,20.0,500
24,11.0,3.0,3.0,0.0,3.0,7,3.0,1.0,0.0,25.0,9999999
24,11.0,3.0,3.0,0.0,3.0,7,3.0,1.0,0.0,25.0,9999999
24,7.0,3.0,1.0,0.0,0.0,3,2.0,1.0,0.0,13.0,9999999
24,7.0,3.0,2.0,0.0,0.0,2,2.0,1.0,0.0,13.0,0
7,6.0,3.0,3.0,1.0,0.0,1,3.0,0.0,1.0,18.0,250
7,6.0,3.0,3.0,1.0,2.0,1,3.0,0.0,1.0,18.0,100
7,6.0,3.0,3.0,1.0,3.0,1,3.0,0.0,1.0,18.0,250
7,6.0,3.0,3.0,1.0,3.0,1,3.0,0.0,1.0,18.0,1000
7,2.0,2.0,1.0,0.0,0.0,3,2.0,0.0,1.0,10.0,70
7,2.0,3.0,3.0,0.0,3.0,3,3.0,0.0,1.0,15.0,450
7,2.0,3.0,3.0,1.0,2.0,1,3.0,0.0,1.0,18.0,0
7,2.0,3.0,2.0,1.0,2.0,1,1.0,0.0,1.0,10.0,0
7,2.0,3.0,3.0,0.0,2.0,2,2.0,0.0,1.0,12.0,150
7,2.0,3.0,3.0,0.0,3.0,2,3.0,0.0,1.0,20.0,500
7,4.0,3.0,3.0,1.0,2.0,1,3.0,0.0,1.0,26.0,0
24,3.0,4.0,3.0,1.0,2.0,1,3.0,1.0,0.0,17.9,0
24,1.0,3.0,3.0,1.0,3.0,1,5.0,2.0,0.0,30.0,500
24,1.0,2.0,3.0,1.0,2.0,1,2.0,1.0,0.0,15.0,100
24,1.0,1.0,3.0,1.0,2.0,1,2.0,1.0,0.0,17.0,0
24,2.0,2.0,1.0,0.0,2.0,3,3.0,1.0,0.0,20.0,0
24,3.0,2.0,1.0,0.0,2.0,3,2.0,1.0,0.0,15.0,500
7,4.0,3.0,3.0,1.0,3.0,1,3.0,0.0,1.0,26.0,800
24,3.0,3.0,3.0,0.0,3.0,3,2.0,1.0,0.0,15.0,9999999
24,7.0,1.0,3.0,1.0,2.0,1,3.0,1.0,0.0,15.0,0
7,4.0,3.0,3.0,1.0,3.0,2,3.0,0.0,1.0,26.0,700
7,4.0,3.0,3.0,1.0,3.0,1,3.0,0.0,1.0,26.0,500
7,4.0,3.0,3.0,1.0,3.0,1,3.0,0.0,1.0,26.0,400
7,4.0,3.0,3.0,1.0,3.0,1,3.0,0.0,1.0,26.0,600
7,4.0,3.0,3.0,1.0,2.0,1,3.0,0.0,1.0,26.0,9999999
7,4.0,3.0,3.0,1.0,2.0,1,3.0,0.0,1.0,26.0,0
7,4.0,2.0,3.0,0.0,2.0,3,4.0,0.0,1.0,33.0,120
7,4.0,3.0,3.0,1.0,1.0,1,4.0,0.0,1.0,34.0,180
16,6.0,2.0,3.0,1.0,2.0,1,1.0,1.0,0.0,7.0,9999999
16,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,18.0,9999999
16,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,25.0,9999999
16,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,25.0,9999999
16,6.0,3.0,1.0,1.0,0.0,1,3.0,1.0,0.0,15.0,9999999
16,5.0,2.0,3.0,1.0,2.0,1,2.0,1.0,0.0,9999999.0,9999999
16,5.0,3.0,1.0,1.0,0.0,1,3.0,1.0,0.0,17.0,9999999
16,2.0,3.0,3.0,0.0,2.0,3,2.0,1.0,0.0,9.0,9999999
16,6.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,9999999.0,9999999
16,6.0,2.0,3.0,0.0,2.0,7,3.0,1.0,0.0,9999999.0,9999999
14,2.0,2.0,3.0,0.0,0.0,2,2.0,1.0,0.0,21.0,370
10,4.0,2.0,3.0,1.0,2.0,1,2.0,1.0,0.0,12.0,230
10,4.0,2.0,2.0,1.0,2.0,1,2.0,1.0,0.0,12.0,0
10,4.0,2.0,3.0,1.0,2.0,1,2.0,1.0,0.0,12.0,80
10,4.0,2.0,3.0,0.0,2.0,3,2.0,1.0,0.0,12.5,100
10,4.0,2.0,3.0,0.0,3.0,2,2.0,1.0,0.0,12.5,300
14,6.0,2.0,3.0,1.0,3.0,1,2.0,1.0,0.0,16.0,360
18,5.0,4.0,3.0,1.0,2.0,1,3.0,1.0,0.0,23.0,0
10,4.0,3.0,1.0,0.0,0.0,2,2.0,1.0,0.0,12.5,0
12,6.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,24.0,500
13,2.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,33.9,0
13,2.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,30.0,300
13,1.0,4.0,3.0,1.0,3.0,1,6.0,1.0,0.0,50.0,9999999
13,5.0,3.0,3.0,0.0,2.0,2,3.0,1.0,0.0,30.0,150
13,5.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,30.0,200
13,5.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,30.0,0
13,4.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,24.0,0
13,4.0,3.0,3.0,0.0,2.0,2,3.0,1.0,0.0,24.0,100
13,4.0,3.0,2.0,0.0,2.0,2,3.0,1.0,0.0,24.0,0
13,4.0,3.0,2.0,1.0,2.0,1,3.0,1.0,0.0,24.0,0
13,4.0,3.0,3.0,0.0,3.0,2,3.0,1.0,0.0,24.0,250
13,4.0,3.0,3.0,0.0,3.0,2,3.0,1.0,0.0,24.0,9999999
13,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,24.0,9999999
13,4.0,3.0,3.0,0.0,0.0,2,3.0,1.0,0.0,24.0,500
13,4.0,4.0,2.0,1.0,0.0,1,3.0,1.0,0.0,24.0,300
13,4.0,3.0,3.0,0.0,3.0,7,3.0,1.0,0.0,24.0,0
13,4.0,3.0,3.0,1.0,0.0,1,3.0,1.0,0.0,24.0,9999999
12,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,24.0,300
13,4.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,24.0,9999999
13,4.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,24.0,0
13,4.0,3.0,3.0,0.0,2.0,2,3.0,1.0,0.0,24.0,0
10,4.0,2.0,2.0,1.0,2.0,1,2.0,1.0,0.0,12.5,0
12,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,24.0,500
12,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,24.0,500
14,6.0,3.0,3.0,1.0,3.0,1,2.0,1.0,0.0,19.0,300
12,6.0,3.0,3.0,1.0,3.0,1,2.0,1.0,0.0,13.0,270
10,4.0,2.0,3.0,1.0,2.0,1,2.0,1.0,0.0,12.5,180
12,2.0,3.0,3.0,1.0,2.0,1,1.0,1.0,0.0,20.0,300
12,1.0,3.0,3.0,1.0,1.0,1,3.0,1.0,0.0,26.0,500
4,6.0,3.0,3.0,1.0,0.0,1,3.0,1.0,0.0,18.2,500
4,6.0,3.0,1.0,1.0,2.0,1,3.0,1.0,0.0,18.2,0
4,6.0,3.0,3.0,0.0,0.0,2,3.0,1.0,0.0,18.2,280
4,6.0,3.0,2.0,0.0,0.0,3,3.0,1.0,0.0,18.2,300
4,6.0,3.0,3.0,1.0,2.0,1,2.0,1.0,0.0,15.6,380
4,6.0,3.0,3.0,0.0,3.0,3,2.0,1.0,0.0,15.6,9999999
4,6.0,4.0,3.0,1.0,3.0,1,3.0,1.0,0.0,19.0,350
4,6.0,2.0,3.0,0.0,3.0,3,3.0,1.0,0.0,19.7,500
4,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,16.8,200
4,6.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,16.8,300
12,6.0,3.0,3.0,1.0,2.0,1,2.0,1.0,0.0,13.0,300
12,6.0,3.0,3.0,1.0,2.0,1,2.0,1.0,0.0,13.0,300
14,3.0,3.0,3.0,0.0,2.0,2,2.0,1.0,0.0,15.0,390
12,6.0,3.0,2.0,0.0,0.0,2,2.0,1.0,0.0,13.0,230
14,2.0,2.0,3.0,0.0,3.0,2,2.0,1.0,0.0,16.0,470
6,2.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,26.0,300
6,2.0,3.0,1.0,0.0,0.0,3,2.0,1.0,0.0,10.0,200
6,2.0,2.0,2.0,0.0,0.0,2,2.0,1.0,0.0,9.0,0
6,2.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,24.0,0
6,2.0,2.0,3.0,1.0,2.0,2,2.0,1.0,0.0,15.0,250
6,2.0,3.0,2.0,1.0,2.0,2,2.0,1.0,0.0,9.0,0
6,2.0,2.0,3.0,0.0,3.0,3,2.0,1.0,0.0,12.0,400
6,6.0,3.0,2.0,0.0,0.0,2,2.0,1.0,0.0,15.0,0
6,6.0,2.0,2.0,0.0,2.0,2,3.0,1.0,0.0,16.0,0
6,6.0,2.0,3.0,0.0,3.0,2,3.0,1.0,0.0,19.0,700
6,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,0.0,10.0,0
6,2.0,3.0,3.0,1.0,3.0,3,2.0,1.0,0.0,15.0,400
6,2.0,3.0,3.0,0.0,0.0,3,2.0,1.0,0.0,14.0,250
6,2.0,3.0,3.0,1.0,2.0,1,2.0,1.0,0.0,17.0,350
6,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,17.0,300
6,6.0,3.0,3.0,1.0,3.0,1,2.0,1.0,0.0,17.0,500
6,6.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,17.0,300
6,6.0,3.0,3.0,1.0,0.0,1,3.0,1.0,0.0,17.0,200
6,6.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,22.0,250
6,6.0,3.0,3.0,0.0,3.0,2,3.0,1.0,0.0,22.0,300
17,2.0,2.0,3.0,0.0,3.0,3,3.0,1.0,0.0,20.0,300
7,4.0,3.0,2.0,1.0,2.0,1,3.0,0.0,1.0,20.0,0
7,4.0,3.0,3.0,0.0,0.0,2,3.0,0.0,1.0,20.0,580
17,1.0,2.0,3.0,1.0,2.0,1,4.0,1.0,0.0,25.0,100
17,2.0,2.0,3.0,0.0,3.0,2,3.0,1.0,0.0,20.0,700
7,4.0,3.0,3.0,1.0,2.0,1,2.0,0.0,1.0,20.0,0
17,2.0,3.0,3.0,0.0,3.0,7,3.0,1.0,0.0,25.0,200
17,6.0,2.0,2.0,0.0,2.0,7,1.0,1.0,0.0,10.0,0
7,4.0,3.0,3.0,0.0,3.0,2,3.0,0.0,1.0,20.0,600
17,2.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,20.0,200
7,4.0,3.0,3.0,1.0,2.0,1,2.0,0.0,1.0,20.0,220
17,2.0,2.0,2.0,0.0,2.0,3,2.0,1.0,0.0,10.0,0
7,4.0,3.0,3.0,0.0,3.0,2,3.0,0.0,1.0,20.0,9999999
17,2.0,3.0,3.0,0.0,2.0,7,3.0,1.0,0.0,20.0,0
14,2.0,2.0,3.0,1.0,3.0,2,3.0,1.0,0.0,22.0,360
13,6.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,18.0,0
7,4.0,3.0,3.0,1.0,3.0,1,3.0,0.0,1.0,20.0,550
7,4.0,3.0,3.0,0.0,2.0,7,2.0,0.0,1.0,20.0,0
14,2.0,2.0,3.0,1.0,2.0,1,3.0,1.0,0.0,24.0,275
7,4.0,3.0,3.0,1.0,3.0,1,3.0,0.0,1.0,20.0,450
13,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,12.0,300
2,5.0,3.0,3.0,0.0,3.0,2,2.0,1.0,0.0,13.6,500
2,5.0,3.0,3.0,1.0,3.0,1,2.0,1.0,0.0,14.0,500
2,5.0,3.0,3.0,0.0,2.0,2,2.0,1.0,0.0,13.2,300
2,5.0,3.0,3.0,0.0,3.0,2,2.0,1.0,0.0,13.2,400
2,5.0,3.0,3.0,0.0,0.0,2,2.0,1.0,0.0,13.2,400
2,5.0,3.0,3.0,0.0,3.0,2,2.0,1.0,0.0,13.2,300
2,5.0,3.0,3.0,0.0,3.0,2,2.0,1.0,0.0,13.2,500
2,5.0,3.0,3.0,0.0,3.0,2,2.0,1.0,0.0,13.2,500
7,4.0,3.0,3.0,0.0,3.0,2,2.0,0.0,1.0,20.0,250
14,5.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,33.0,235
13,6.0,3.0,1.0,1.0,2.0,1,3.0,1.0,0.0,15.0,100
14,5.0,2.0,3.0,0.0,3.0,2,3.0,1.0,0.0,33.0,418
13,6.0,2.0,1.0,0.0,0.0,2,1.0,1.0,0.0,11.0,0
18,5.0,4.0,3.0,1.0,3.0,1,3.0,1.0,0.0,23.0,0
18,5.0,4.0,3.0,1.0,2.0,1,3.0,1.0,0.0,25.0,0
14,5.0,3.0,3.0,0.0,3.0,2,3.0,1.0,0.0,33.0,400
14,5.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,33.0,340
13,6.0,3.0,2.0,0.0,0.0,2,3.0,1.0,0.0,12.0,250
13,6.0,3.0,2.0,0.0,0.0,2,2.0,1.0,0.0,13.0,300
13,6.0,3.0,3.0,0.0,3.0,2,3.0,1.0,0.0,11.8,500
13,6.0,3.0,3.0,0.0,0.0,2,3.0,1.0,0.0,13.0,300
23,6.0,3.0,3.0,1.0,3.0,1,3.0,1.0,0.0,25.0,1500
23,6.0,2.0,3.0,0.0,0.0,3,3.0,1.0,0.0,13.0,120
7,4.0,3.0,3.0,1.0,3.0,1,3.0,0.0,1.0,24.0,500
7,4.0,2.0,3.0,1.0,3.0,1,3.0,0.0,1.0,25.0,650
7,4.0,2.0,3.0,1.0,3.0,1,3.0,0.0,1.0,25.0,650
7,4.0,2.0,3.0,1.0,2.0,1,3.0,0.0,1.0,25.0,0
7,4.0,3.0,3.0,1.0,1.0,1,3.0,0.0,1.0,25.0,0
7,4.0,2.0,3.0,1.0,3.0,1,3.0,0.0,1.0,25.0,9999999
7,4.0,2.0,3.0,1.0,3.0,1,3.0,0.0,1.0,25.0,600
7,4.0,2.0,3.0,1.0,3.0,1,3.0,0.0,1.0,25.0,800
7,4.0,3.0,2.0,1.0,2.0,1,3.0,0.0,1.0,25.0,0
7,4.0,3.0,3.0,0.0,3.0,2,3.0,0.0,1.0,25.0,550
7,4.0,3.0,3.0,1.0,3.0,1,3.0,0.0,1.0,33.0,9999999
7,4.0,3.0,3.0,1.0,3.0,1,3.0,0.0,1.0,33.0,600
7,4.0,3.0,3.0,1.0,3.0,1,3.0,0.0,1.0,33.0,800
17,2.0,2.0,3.0,1.0,3.0,1,3.0,1.0,0.0,18.0,500
14,2.0,2.0,3.0,0.0,0.0,2,2.0,1.0,0.0,17.0,420
17,2.0,2.0,3.0,0.0,2.0,3,3.0,1.0,0.0,15.0,9999999
7,4.0,3.0,3.0,0.0,3.0,2,3.0,0.0,1.0,33.0,9999999
7,4.0,3.0,3.0,1.0,3.0,1,3.0,0.0,1.0,33.0,350
7,4.0,3.0,2.0,1.0,0.0,1,3.0,0.0,1.0,33.0,0
19,2.0,4.0,3.0,1.0,3.0,1,3.0,1.0,0.0,24.94,500
13,6.0,3.0,3.0,1.0,2.0,1,3.0,1.0,0.0,25.0,0
7,4.0,3.0,3.0,1.0,0.0,1,3.0,0.0,1.0,33.0,9999999
7,4.0,3.0,3.0,1.0,2.0,1,3.0,0.0,1.0,33.0,100
7,4.0,2.0,3.0,1.0,3.0,1,3.0,0.0,1.0,33.0,9999999
19,2.0,4.0,1.0,0.0,2.0,7,2.0,1.0,0.0,24.0,0
7,4.0,3.0,3.0,0.0,3.0,2,3.0,0.0,1.0,33.0,350
19,2.0,4.0,3.0,1.0,0.0,3,2.0,1.0,0.0,13.0,400
23,6.0,3.0,3.0,0.0,2.0,3,2.0,1.0,0.0,10.0,150
19,2.0,4.0,3.0,1.0,3.0,1,3.0,1.0,0.0,28.0,600
